16-Bit Name,FormID,FileName,UID,PG #,Version,Num Cells,Page Name
vc03    ,,FM04624,462,4,1,62,"HUD-92564-VC Page 4"
vc04    ,,FM04625,462,5,1,199,"HUD-92564-VC Page 5"
hs01    ,,FM04626,462,6,1,33,"HUD-92564-HS Page 6"
F42211  ,,FM04801,480,1,1,30,"FmHA 422-1 Environmental Inspection Review Page 1"
F42212  ,,FM04802,480,2,1,29,"FmHA 422-1 Environmental Inspection Review Page 2"
F42221  ,,FM04811,481,1,1,157,"FmHA 422-2 Appraiser's Worksheet Farm Tracts"
FSA011  ,,FM04831,483,1,1,140,"FmHA 1922-1 Appraisal Report - Farm Tract Page 1"
FSA012  ,,FM04832,483,2,1,223,"FmHA 1922-1 Appraisal Report - Farm Tract Page 2"
FSA013  ,,FM04833,483,3,1,102,"FmHA 1922-1 Appraisal Report - Farm Tract Page 3"
FSA014  ,,FM04834,483,4,1,100,"FmHA 1922-1 Appraisal Report - Farm Tract Page 4"
FSA021  ,,FM04841,484,1,1,84,"FmHA 1922-2 Supplemental Report Page 1"
FSA022  ,,FM04842,484,2,1,61,"FmHA 1922-2 Supplemental Report Page 2"
FSA03   ,,FM04851,485,1,1,18,"FmHA 1922-3 Map of Property"
FSA051  ,,FM04861,486,1,1,112,"FmHA 1922-5 Appraisal Review Page 1"
FSA052  ,,FM04862,486,2,1,119,"FmHA 1922-5 Appraisal Review Page 2"
RESUME1 ,,FM06201,620,1,1,123,"Appraiser Resume Page 1"
FSA053  ,,FM04863,486,3,1,31,"FmHA 1922-5 Appraisal Review Page 3"
FSA091  ,,FM04871,487,1,1,200,"FmHA 1922-9 Real Estate Sales Data Page 1"
FSA092  ,,FM04872,487,2,1,90,"FmHA 1922-9 Real Estate Sales Data Page 2"
FSA101  ,,FM04881,488,1,1,119,"FmHA 1922-10 Appraiser's Worksheet"
FSA111  ,,FM04891,489,1,1,79,"FmHA 1922-11 Appraisal for Mineral Rights Page 1"
FSA112  ,,FM04892,489,2,1,58,"FmHA 1922-11 Appraisal for Mineral Rights Page 2"
FSA113  ,,FM04893,489,3,1,11,"FmHA 1922-11 Appraisal for Mineral Rights Page 3"
FSA121  ,,FM04901,490,1,1,245,"FmHA 1922-12 NonFarm Comps Sales Data Page 1"
FSA122  ,,FM04902,490,2,1,59,"FmHA 1922-12 NonFarm Comps Sales Data Page 2"
FSA141  ,,FM04911,491,1,1,51,"FmHA 1922-14 Residential Appraisal Review Page 1"
FSA142  ,,FM04912,491,2,1,39,"FmHA 1922-14 Residential Appraisal Review Page 2"
FSA143  ,,FM04913,491,3,1,7,"FmHA 1922-14 Residential Appraisal Review Page 3"
FSA151  ,,FM04921,492,1,1,17,"FmHA 1922-15 Administrative Appraisal Review (SF)"
FSA161  ,,FM04931,493,1,1,25,"FmHA 1922-16 Administrative Appraisal Review"
FSAL31  ,,FM04951,495,1,1,18,"FmHA 1922-L3 Map of Property, Legal Size"
42551   ,,FM05071,507,1,1,109,"Property Inspection Page 1"
42552   ,,FM05072,507,2,1,32,"Property Inspection Page 2"
42553   ,,FM05073,507,3,1,96,"Property Inspection Page 3"
42554   ,,FM05074,507,4,1,8,"Property Inspection Page 4"
HOMEIN01,,FM05211,521,1,1,116,"Home Inspection Page 1"
HOMEIN02,,FM05212,521,2,1,122,"Home Inspection Page 2"
ENV5101 ,,FM05501,550,1,1,59,"Environmental 510 Page 1"
ENV5102 ,,FM05502,550,2,1,57,"Environmental 510 Page 2"
ENV5103 ,,FM05503,550,3,1,10,"Environmental 510 Page 3"
ENV6101 ,,FM05511,551,1,1,64,"Environmental 610 Page 1"
ENV6102 ,,FM05512,551,2,1,30,"Environmental 610 Page 2"
ENV6103 ,,FM05513,551,3,1,33,"Environmental 610 Page 3"
ENV6104 ,,FM05514,551,4,1,37,"Environmental 610 Page 4"
ENV7101 ,,FM05521,552,1,1,69,"Environmental 710 Page 1"
ENV7102 ,,FM05522,552,2,1,63,"Environmental 710 Page 2"
ENV7103 ,,FM05523,552,3,1,63,"Environmental 710 Page 3"
ENV7104 ,,FM05524,552,4,1,29,"Environmental 710 Page 4"
ENV5104 ,,FM05541a,554,1,1,3,"Environmental 510 Certification"
ENV6105 ,,FM05541b,554,1,1,3,"Environmental 610 Certification"
ENV7105 ,,FM05541c,554,1,1,3,"Environmental 710 Certification"
ENVRN1  ,,FM05561,556,1,1,26,"Environment Addendum Page 1"
ENVRN2  ,,FM05562,556,2,1,47,"Environment Addendum Page 2"
APRTID1 ,,FM05911,591,1,1,17,"Report Identification"
exhbit1 ,,FM05951a,595,1,1,1,"General Exhibit"
exhbit2 ,,FM05951b,595,1,1,1,"General Exhibit"
exhbit3 ,,FM05951c,595,1,1,1,"General Exhibit"
exhbit4 ,,FM05951d,595,1,1,1,"General Exhibit"
exhbit5 ,,FM05951e,595,1,1,1,"General Exhibit"
RESUME2 ,,FM06202,620,2,1,78,"Appraiser Resume Page 2"
ENERGY1 ,,FM06511,651,1,1,73,"Energy Addendum Page 1"
ENERGY2 ,,FM06512,651,2,1,28,"Energy Addendum Page 2"
QUAKE1  ,,FM06521,652,1,1,38,"Earthquake Addendum Page 1"
QUAKE2  ,,FM06522,652,2,1,0,"Earthquake Addendum Page 2"
FLDPG01N,,FM00531,53,1,1,57,"FEMA Flood 10-98"
FLDPG01 ,FLOOD,FM00531b,53,1,1,57,"FEMA Flood 10-98"
FINANCE1,,FM06541,654,1,1,81,"Financial Addendum Page 1"
FINANCE2,,FM06542,654,2,1,84,"Financial Addendum Page 2"
HISTORY1,,FM06551,655,1,1,21,"History Addendum"
SUPMTL1 ,,FM06561,656,1,1,60,"Supplement Page 1"
SUPMTL2 ,,FM06562,656,2,1,60,"Supplement Page 2"
FIRREA1 ,,FM06581,658,1,1,10,"FIRREA Addendum Page 1"
FIRREA2 ,,FM06582,658,2,1,11,"FIRREA Addendum Page 2"
FLDPG01 ,,FM06591,659,1,1,49,"FEMA Flood 6-95"
FLDPG01 ,ERCR,FM06591b,659,1,1,49,"FEMA Flood 6-95"
FLDPG01 ,HOMEIN,FM06591c,659,1,1,49,"FEMA Flood 6-95"
RSTRCT3 ,,FM06601,660,1,1,67,"Restricted Appraisal Cost Approach"
RSTRCT4 ,,FM06611,661,1,1,191,"Restricted Appraisal Income Approach"
RSTRCT2 ,,FM06621,662,1,1,146,"Restricted Appraisal Sales Comparison Approach"
SQFT1   ,,FM06641,664,1,1,224,"SqFt Appraisal Page 1"
SQFT2   ,,FM06642,664,2,1,72,"SqFt Appraisal Page 2"
VALIQAD1,,FM06751,675,1,1,33,"VA Liqiudation Addendum Page 1"
VALIQAD2,,FM06752,675,2,1,19,"VA Liqiudation Addendum Page 2"
SALIENT1,,FM06771,677,1,1,25,"Summary of Salient Feaures"
RECERT1 ,,FM06801,680,1,1,251,"Recertification of Value 1"
RECERT2  ,RECERT,FM00151,15,1,1,146,"704 Second Mortgage Page 2"
CRTVAL1 ,,FM06811,681,1,1,13,"Certificate of Value"
RECERT2 ,,FM06821,682,1,1,31,"Recertification of Value 2"
RECERT2,CONDO,FM06821a,682,1,1,31,"Recertification of Value 2"
RECERT2,RECERT2,FM06821b,682,1,1,31,"Recertification of Value 2"
REPORT ,,FM06861,686,1,1,57,"Appraisal Report Addendum"
APRCRT1 ,ENV510,FM00032,3,2,1,15,"Appraiser Certification"
LIMIT3  ,ENV510,,3,1,1,0,"Statement of Limiting Conditions"
APRCRT1 ,ENV610,FM00032,3,2,1,15,"Appraiser Certification"
LIMIT3  ,ENV610,,3,1,1,0,"Statement of Limiting Conditions"
APRCRT1 ,ENV710,FM00032,3,2,1,15,"Appraiser Certification"
LIMIT3  ,ENV710,,3,1,1,0,"Statement of Limiting Conditions"
APRCRT1 ,ERCCON,FM00032,3,2,1,15,"Appraiser Certification"
LIMIT3  ,ERCCON,,3,1,1,0,"Statement of Limiting Conditions"
MHINSP ,,FM05301,530,1,1,57,"Manufactured Housing CheckList"
ERC01_1,,FM00871,87,1,1,66,"ERC 2001 Residential Report"
ERC01_2,,FM00872,87,2,1,120,"ERC 2001 Residential Report"
ERC01_3,,FM00873,87,3,1,186,"ERC 2001 Residential Report"
ERC01_4,,FM00874,87,4,1,159,"ERC 2001 Residential Report"
ERC01_5,,FM00875,87,5,1,229,"ERC 2001 Residential Report"
ERC01_6,,FM00876,87,6,1,15,"ERC 2001 Residential Report"
ERC01_7,,FM00781,78,1,1,136,"ERC 2001 Extra Competings"
ERC01_8,,FM00791,79,1,1,232,"ERC 2001 Extra Comp Sales"
INVOIC3 ,,FM02231,223,1,1,101,"Invoice #3"
USPAP02,,FM01991,199,1,1,37,"USPAP 2002"
R10951 ,,FM00501,50,1,1,285,"Limited Summary 1095"
R10952 ,,FM00502,50,2,1,47,"Limited Summary 1095"
R10953 ,,FM00503,50,3,1,14,"Limited Summary 1095"
REOADD,,FM06831,683,1,1,136,"Supplemental REO Addendum"
DPVLG,,FM01401,140,1,1,105,"Desktop Property Analysis-Legal"
DPV_SM,,FM01411,141,1,1,91,"Desktop Property Analysis-Letter"
CMP3X5A ,ERC01,FM03041ze,304,1,1,51,"Photos 3x5,comps 1-2-3, 13 cell for each comp info"
CMP3X5B ,ERC01,FM03041Zf,304,1,1,51,"Photos 3x5,comps 4-5-6, 13 cell for each comp info"
CPPTO3  ,ERC01,FM03061g,306,1,1,18,"Photo 3x5, competings 1-2-3 2 info cells per photo"
CPPTO4  ,ERC01,FM03061h,306,1,1,18,"Photo 3x5 competings 4-5-6 2 info cells per photo"
CPTPTO3 ,ERC01,FM03061i,306,1,1,51,"Photo 3x5 Competings 1-2-3"
CPTPTO4 ,ERC01,FM03061j,306,1,1,51,"Photo 3X5 Competings 4-5-6"
XSBJ46AZ,ERC01,FM03111m,311,1,1,14,"Subject Photos 4x6, 2 Cell for subject"
SBJ4X6E ,ERC01,FM03111n,311,1,1,28,"Photo 4X6 Subject 16cell for subject"
SBJ4x6B ,ERC01,FM03121g,312,1,1,18,"Subject Extra Photos 4x6 6 cell for subject"
SBJ4x6C ,ERC01,FM03121h,312,1,1,18,"Subject Extra Photos 4x6"
unt4X6x ,ERC01,FM03181a,318,1,1,19,"Photos 4X6 Untitled 6 cell for each photo"
XCMP46Az,ERC01,FM03141ze,314,1,1,18,"4X6 Comps 1-2-3
XCMP46Bz,ERC01,FM03141zf,314,1,1,18,"4X6 Comps 4-5-6
CMP4X6A ,ERC01,FM03141zg,314,1,1,51,"4X6 Comps 1-2-3
CMP4X6B ,ERC01,FM03141zh,314,1,1,51,"4X6 Comps 4-5-6
CPPTO5  ,ERC01,FM03161g,316,1,1,18,"4X6 Competings 1-2-3"
CPPTO6  ,ERC01,FM03161h,316,1,1,18,"4X6 Competings 4-5-6"
CPTPTO5 ,ERC01,FM03161i,316,1,1,51,"4x6 Competings 1-2-3
CPTPTO6 ,ERC01,FM03161j,316,1,1,51,"4x6 Competings 4-5-6"
